"id","date_bird","state1","state2","state3","state4","total","state1p","state2p","state3p","state4p"
"Koda","2022-12-25",19,12,3,1,35,0.542857142857143,0.342857142857143,0.0857142857142857,0.0285714285714286
"Nutmeg","2022-12-25",0,77,11,3,91,0,0.846153846153846,0.120879120879121,0.032967032967033
"Robin","2022-12-25",0,80,14,1,95,0,0.842105263157895,0.147368421052632,0.0105263157894737
"Sage","2022-12-25",24,61,2,6,93,0.258064516129032,0.655913978494624,0.021505376344086,0.0645161290322581
"Aurora","2022-12-26",0,61,37,3,101,0,0.603960396039604,0.366336633663366,0.0297029702970297
"Briar","2022-12-26",8,33,5,10,56,0.142857142857143,0.589285714285714,0.0892857142857143,0.178571428571429
"Iona","2022-12-26",85,26,0,0,111,0.765765765765766,0.234234234234234,0,0
"Koda","2022-12-26",0,49,13,3,65,0,0.753846153846154,0.2,0.0461538461538462
"Nutmeg","2022-12-26",0,57,14,3,74,0,0.77027027027027,0.189189189189189,0.0405405405405405
"Robin","2022-12-26",0,73,13,0,86,0,0.848837209302326,0.151162790697674,0
"Sage","2022-12-26",31,42,9,4,86,0.36046511627907,0.488372093023256,0.104651162790698,0.0465116279069767
"Aurora","2022-12-27",14,48,8,6,76,0.184210526315789,0.631578947368421,0.105263157894737,0.0789473684210526
"Briar","2022-12-27",15,33,0,11,59,0.254237288135593,0.559322033898305,0,0.186440677966102
"Iona","2022-12-27",0,59,0,0,59,0,1,0,0
"Koda","2022-12-27",0,90,0,1,91,0,0.989010989010989,0,0.010989010989011
"Nutmeg","2022-12-27",0,76,0,0,76,0,1,0,0
"Robin","2022-12-27",0,80,7,0,87,0,0.919540229885057,0.0804597701149425,0
"Sage","2022-12-27",27,41,5,2,75,0.36,0.546666666666667,0.0666666666666667,0.0266666666666667
"Aurora","2022-12-28",0,35,28,0,63,0,0.555555555555556,0.444444444444444,0
"Briar","2022-12-28",0,53,27,1,81,0,0.654320987654321,0.333333333333333,0.0123456790123457
"Iona","2022-12-28",29,12,0,0,41,0.707317073170732,0.292682926829268,0,0
"Koda","2022-12-28",0,66,18,2,86,0,0.767441860465116,0.209302325581395,0.0232558139534884
"Nutmeg","2022-12-28",0,63,9,6,78,0,0.807692307692308,0.115384615384615,0.0769230769230769
"Robin","2022-12-28",18,73,0,0,91,0.197802197802198,0.802197802197802,0,0
"Sage","2022-12-28",0,35,8,2,45,0,0.777777777777778,0.177777777777778,0.0444444444444444
"Aurora","2022-12-29",0,86,14,0,100,0,0.86,0.14,0
"Briar","2022-12-29",0,84,6,0,90,0,0.933333333333333,0.0666666666666667,0
"Iona","2022-12-29",55,15,0,0,70,0.785714285714286,0.214285714285714,0,0
"Koda","2022-12-29",0,84,6,3,93,0,0.903225806451613,0.0645161290322581,0.032258064516129
"Nutmeg","2022-12-29",0,71,11,2,84,0,0.845238095238095,0.130952380952381,0.0238095238095238
"Robin","2022-12-29",87,34,9,5,135,0.644444444444444,0.251851851851852,0.0666666666666667,0.037037037037037
"Sage","2022-12-29",55,14,0,5,74,0.743243243243243,0.189189189189189,0,0.0675675675675676
"Aurora","2022-12-30",0,89,7,0,96,0,0.927083333333333,0.0729166666666667,0
"Briar","2022-12-30",20,59,2,2,83,0.240963855421687,0.710843373493976,0.0240963855421687,0.0240963855421687
"Iona","2022-12-30",0,50,0,0,50,0,1,0,0
"Koda","2022-12-30",0,44,0,7,51,0,0.862745098039216,0,0.137254901960784
"Nutmeg","2022-12-30",8,26,15,3,52,0.153846153846154,0.5,0.288461538461538,0.0576923076923077
"Robin","2022-12-30",10,81,0,0,91,0.10989010989011,0.89010989010989,0,0
"Sage","2022-12-30",57,24,0,3,84,0.678571428571429,0.285714285714286,0,0.0357142857142857
"Aurora","2022-12-31",14,56,9,7,86,0.162790697674419,0.651162790697674,0.104651162790698,0.0813953488372093
"Briar","2022-12-31",0,80,18,0,98,0,0.816326530612245,0.183673469387755,0
"Iona","2022-12-31",0,81,0,0,81,0,1,0,0
"Koda","2022-12-31",35,29,9,8,81,0.432098765432099,0.358024691358025,0.111111111111111,0.0987654320987654
"Nutmeg","2022-12-31",14,66,0,6,86,0.162790697674419,0.767441860465116,0,0.0697674418604651
"Robin","2022-12-31",0,71,20,3,94,0,0.75531914893617,0.212765957446809,0.0319148936170213
"Sage","2022-12-31",35,15,11,1,62,0.564516129032258,0.241935483870968,0.17741935483871,0.0161290322580645
"Aurora","2023-01-01",0,80,17,0,97,0,0.824742268041237,0.175257731958763,0
"Briar","2023-01-01",7,47,3,17,74,0.0945945945945946,0.635135135135135,0.0405405405405405,0.22972972972973
"Iona","2023-01-01",7,35,0,3,45,0.155555555555556,0.777777777777778,0,0.0666666666666667
"Koda","2023-01-01",0,39,29,4,72,0,0.541666666666667,0.402777777777778,0.0555555555555556
"Nutmeg","2023-01-01",10,48,0,15,73,0.136986301369863,0.657534246575342,0,0.205479452054795
"Robin","2023-01-01",0,55,19,2,76,0,0.723684210526316,0.25,0.0263157894736842
"Sage","2023-01-01",9,53,11,16,89,0.101123595505618,0.595505617977528,0.123595505617978,0.179775280898876
"Aurora","2023-01-02",0,79,24,0,103,0,0.766990291262136,0.233009708737864,0
"Briar","2023-01-02",5,85,3,3,96,0.0520833333333333,0.885416666666667,0.03125,0.03125
"Iona","2023-01-02",23,19,0,1,43,0.534883720930233,0.441860465116279,0,0.0232558139534884
"Koda","2023-01-02",0,42,7,4,53,0,0.792452830188679,0.132075471698113,0.0754716981132075
"Nutmeg","2023-01-02",0,76,0,4,80,0,0.95,0,0.05
"Robin","2023-01-02",0,75,13,0,88,0,0.852272727272727,0.147727272727273,0
"Sage","2023-01-02",5,55,17,5,82,0.0609756097560976,0.670731707317073,0.207317073170732,0.0609756097560976
"Aurora","2023-01-03",0,50,26,0,76,0,0.657894736842105,0.342105263157895,0
"Briar","2023-01-03",0,73,17,0,90,0,0.811111111111111,0.188888888888889,0
"Iona","2023-01-03",0,36,0,2,38,0,0.947368421052632,0,0.0526315789473684
"Koda","2023-01-03",0,73,13,2,88,0,0.829545454545455,0.147727272727273,0.0227272727272727
"Nutmeg","2023-01-03",0,79,3,3,85,0,0.929411764705882,0.0352941176470588,0.0352941176470588
"Robin","2023-01-03",6,58,9,5,78,0.0769230769230769,0.743589743589744,0.115384615384615,0.0641025641025641
"Sage","2023-01-03",0,68,24,1,93,0,0.731182795698925,0.258064516129032,0.010752688172043
"Aurora","2023-01-04",0,61,14,6,81,0,0.753086419753086,0.172839506172839,0.0740740740740741
"Briar","2023-01-04",67,94,0,0,161,0.416149068322981,0.583850931677019,0,0
"Iona","2023-01-04",68,18,0,1,87,0.781609195402299,0.206896551724138,0,0.0114942528735632
"Koda","2023-01-04",0,67,0,0,67,0,1,0,0
"Nutmeg","2023-01-04",30,33,13,3,79,0.379746835443038,0.417721518987342,0.164556962025316,0.0379746835443038
"Robin","2023-01-04",10,69,0,6,85,0.117647058823529,0.811764705882353,0,0.0705882352941176
"Sage","2023-01-04",11,28,19,2,60,0.183333333333333,0.466666666666667,0.316666666666667,0.0333333333333333
"Aurora","2023-01-05",0,83,24,1,108,0,0.768518518518518,0.222222222222222,0.00925925925925926
"Briar","2023-01-05",120,92,3,4,219,0.547945205479452,0.420091324200913,0.0136986301369863,0.0182648401826484
"Iona","2023-01-05",31,63,0,0,94,0.329787234042553,0.670212765957447,0,0
"Koda","2023-01-05",93,104,4,1,202,0.46039603960396,0.514851485148515,0.0198019801980198,0.00495049504950495
"Nutmeg","2023-01-05",66,81,12,2,161,0.409937888198758,0.503105590062112,0.0745341614906832,0.0124223602484472
"Robin","2023-01-05",140,91,13,7,251,0.557768924302789,0.362549800796813,0.051792828685259,0.0278884462151394
"Sage","2023-01-05",0,60,9,1,70,0,0.857142857142857,0.128571428571429,0.0142857142857143
"Aurora","2023-01-06",10,71,14,0,95,0.105263157894737,0.747368421052632,0.147368421052632,0
"Briar","2023-01-06",15,59,16,18,108,0.138888888888889,0.546296296296296,0.148148148148148,0.166666666666667
"Iona","2023-01-06",0,98,11,0,109,0,0.899082568807339,0.100917431192661,0
"Koda","2023-01-06",152,138,0,0,290,0.524137931034483,0.475862068965517,0,0
"Nutmeg","2023-01-06",207,84,11,5,307,0.674267100977199,0.273615635179153,0.0358306188925081,0.0162866449511401
"Robin","2023-01-06",217,84,0,7,308,0.704545454545455,0.272727272727273,0,0.0227272727272727
"Sage","2023-01-06",63,95,7,2,167,0.377245508982036,0.568862275449102,0.0419161676646707,0.0119760479041916
"Aurora","2023-01-07",0,29,40,11,80,0,0.3625,0.5,0.1375
"Briar","2023-01-07",0,70,30,0,100,0,0.7,0.3,0
"Iona","2023-01-07",12,83,3,0,98,0.122448979591837,0.846938775510204,0.0306122448979592,0
"Koda","2023-01-07",11,57,8,4,80,0.1375,0.7125,0.1,0.05
"Nutmeg","2023-01-07",0,58,19,5,82,0,0.707317073170732,0.231707317073171,0.0609756097560976
"Robin","2023-01-07",0,70,6,5,81,0,0.864197530864197,0.0740740740740741,0.0617283950617284
"Sage","2023-01-07",47,31,4,4,86,0.546511627906977,0.36046511627907,0.0465116279069767,0.0465116279069767
"Aurora","2023-01-08",0,38,16,7,61,0,0.622950819672131,0.262295081967213,0.114754098360656
"Briar","2023-01-08",0,44,9,5,58,0,0.758620689655172,0.155172413793103,0.0862068965517241
"Iona","2023-01-08",55,48,9,0,112,0.491071428571429,0.428571428571429,0.0803571428571429,0
"Koda","2023-01-08",48,31,6,4,89,0.539325842696629,0.348314606741573,0.0674157303370786,0.0449438202247191
"Nutmeg","2023-01-08",23,31,6,1,61,0.377049180327869,0.508196721311475,0.0983606557377049,0.0163934426229508
"Robin","2023-01-08",18,58,0,10,86,0.209302325581395,0.674418604651163,0,0.116279069767442
"Sage","2023-01-08",0,54,0,10,64,0,0.84375,0,0.15625
"Aurora","2023-01-09",0,71,11,4,86,0,0.825581395348837,0.127906976744186,0.0465116279069767
"Briar","2023-01-09",0,82,20,1,103,0,0.796116504854369,0.194174757281553,0.00970873786407767
"Iona","2023-01-09",10,98,5,0,113,0.0884955752212389,0.867256637168142,0.0442477876106195,0
"Koda","2023-01-09",0,78,7,1,86,0,0.906976744186046,0.0813953488372093,0.0116279069767442
"Nutmeg","2023-01-09",0,38,18,3,59,0,0.644067796610169,0.305084745762712,0.0508474576271186
"Robin","2023-01-09",0,103,0,0,103,0,1,0,0
"Sage","2023-01-09",21,53,11,2,87,0.241379310344828,0.609195402298851,0.126436781609195,0.0229885057471264
"Aurora","2023-01-10",0,44,49,5,98,0,0.448979591836735,0.5,0.0510204081632653
"Briar","2023-01-10",0,64,4,4,72,0,0.888888888888889,0.0555555555555556,0.0555555555555556
"Iona","2023-01-10",54,51,3,2,110,0.490909090909091,0.463636363636364,0.0272727272727273,0.0181818181818182
"Koda","2023-01-10",121,44,2,1,168,0.720238095238095,0.261904761904762,0.0119047619047619,0.00595238095238095
"Nutmeg","2023-01-10",39,59,0,0,98,0.397959183673469,0.602040816326531,0,0
"Robin","2023-01-10",0,81,34,1,116,0,0.698275862068966,0.293103448275862,0.00862068965517241
"Sage","2023-01-10",0,67,17,8,92,0,0.728260869565217,0.184782608695652,0.0869565217391304
"Aurora","2023-01-11",0,50,45,1,96,0,0.520833333333333,0.46875,0.0104166666666667
"Briar","2023-01-11",0,96,9,2,107,0,0.897196261682243,0.0841121495327103,0.0186915887850467
"Iona","2023-01-11",0,35,9,0,44,0,0.795454545454545,0.204545454545455,0
"Koda","2023-01-11",10,63,2,7,82,0.121951219512195,0.768292682926829,0.024390243902439,0.0853658536585366
"Nutmeg","2023-01-11",0,57,14,1,72,0,0.791666666666667,0.194444444444444,0.0138888888888889
"Robin","2023-01-11",0,67,11,2,80,0,0.8375,0.1375,0.025
"Sage","2023-01-11",13,63,7,5,88,0.147727272727273,0.715909090909091,0.0795454545454545,0.0568181818181818
"Aurora","2023-01-12",0,39,34,9,82,0,0.475609756097561,0.414634146341463,0.109756097560976
"Briar","2023-01-12",0,70,0,13,83,0,0.843373493975904,0,0.156626506024096
"Iona","2023-01-12",43,45,0,8,96,0.447916666666667,0.46875,0,0.0833333333333333
"Koda","2023-01-12",0,76,0,4,80,0,0.95,0,0.05
"Nutmeg","2023-01-12",0,88,3,4,95,0,0.926315789473684,0.0315789473684211,0.0421052631578947
"Robin","2023-01-12",0,48,31,4,83,0,0.578313253012048,0.373493975903614,0.0481927710843374
"Sage","2023-01-12",0,55,13,7,75,0,0.733333333333333,0.173333333333333,0.0933333333333333
"Aurora","2023-01-13",0,39,42,4,85,0,0.458823529411765,0.494117647058824,0.0470588235294118
"Briar","2023-01-13",21,43,6,4,74,0.283783783783784,0.581081081081081,0.0810810810810811,0.0540540540540541
"Iona","2023-01-13",15,30,9,1,55,0.272727272727273,0.545454545454545,0.163636363636364,0.0181818181818182
"Koda","2023-01-13",0,78,0,2,80,0,0.975,0,0.025
"Marmalade","2023-01-13",0,4,0,3,7,0,0.571428571428571,0,0.428571428571429
"Nutmeg","2023-01-13",0,83,22,0,105,0,0.79047619047619,0.20952380952381,0
"Prem","2023-01-13",10,26,0,4,40,0.25,0.65,0,0.1
"Robin","2023-01-13",23,69,10,1,103,0.223300970873786,0.669902912621359,0.0970873786407767,0.00970873786407767
"Rove","2023-01-13",0,7,0,1,8,0,0.875,0,0.125
"Sage","2023-01-13",0,95,5,4,104,0,0.913461538461538,0.0480769230769231,0.0384615384615385
"Valentine","2023-01-13",0,4,0,3,7,0,0.571428571428571,0,0.428571428571429
"Aurora","2023-01-14",0,40,28,7,75,0,0.533333333333333,0.373333333333333,0.0933333333333333
"Briar","2023-01-14",0,46,10,15,71,0,0.647887323943662,0.140845070422535,0.211267605633803
"Iona","2023-01-14",31,74,9,0,114,0.271929824561404,0.649122807017544,0.0789473684210526,0
"Koda","2023-01-14",22,73,0,4,99,0.222222222222222,0.737373737373737,0,0.0404040404040404
"Marmalade","2023-01-14",0,4,0,5,9,0,0.444444444444444,0,0.555555555555556
"Nutmeg","2023-01-14",0,66,19,3,88,0,0.75,0.215909090909091,0.0340909090909091
"Prem","2023-01-14",0,0,0,9,9,0,0,0,1
"Robin","2023-01-14",0,68,24,0,92,0,0.739130434782609,0.260869565217391,0
"Rove","2023-01-14",0,39,0,3,42,0,0.928571428571429,0,0.0714285714285714
"Sage","2023-01-14",0,37,21,0,58,0,0.637931034482759,0.362068965517241,0
"Valentine","2023-01-14",0,7,0,0,7,0,1,0,0
"Aurora","2023-01-15",0,54,24,9,87,0,0.620689655172414,0.275862068965517,0.103448275862069
"Briar","2023-01-15",0,79,3,3,85,0,0.929411764705882,0.0352941176470588,0.0352941176470588
"Iona","2023-01-15",34,62,14,0,110,0.309090909090909,0.563636363636364,0.127272727272727,0
"Koda","2023-01-15",0,52,14,7,73,0,0.712328767123288,0.191780821917808,0.0958904109589041
"Marmalade","2023-01-15",0,20,0,0,20,0,1,0,0
"Nutmeg","2023-01-15",0,54,11,7,72,0,0.75,0.152777777777778,0.0972222222222222
"Prem","2023-01-15",0,43,0,0,43,0,1,0,0
"Robin","2023-01-15",0,55,8,6,69,0,0.797101449275362,0.115942028985507,0.0869565217391304
"Rove","2023-01-15",0,43,4,4,51,0,0.843137254901961,0.0784313725490196,0.0784313725490196
"Sage","2023-01-15",0,52,19,5,76,0,0.684210526315789,0.25,0.0657894736842105
"Valentine","2023-01-15",0,41,3,0,44,0,0.931818181818182,0.0681818181818182,0
"Aurora","2023-01-16",0,46,10,6,62,0,0.741935483870968,0.161290322580645,0.0967741935483871
"Briar","2023-01-16",0,63,8,5,76,0,0.828947368421053,0.105263157894737,0.0657894736842105
"Iona","2023-01-16",33,32,9,2,76,0.434210526315789,0.421052631578947,0.118421052631579,0.0263157894736842
"Koda","2023-01-16",0,63,17,0,80,0,0.7875,0.2125,0
"Marmalade","2023-01-16",25,6,0,0,31,0.806451612903226,0.193548387096774,0,0
"Nutmeg","2023-01-16",0,68,12,0,80,0,0.85,0.15,0
"Prem","2023-01-16",17,25,0,2,44,0.386363636363636,0.568181818181818,0,0.0454545454545455
"Robin","2023-01-16",0,86,2,0,88,0,0.977272727272727,0.0227272727272727,0
"Rove","2023-01-16",0,31,2,4,37,0,0.837837837837838,0.0540540540540541,0.108108108108108
"Sage","2023-01-16",0,36,9,6,51,0,0.705882352941177,0.176470588235294,0.117647058823529
"Valentine","2023-01-16",0,23,3,3,29,0,0.793103448275862,0.103448275862069,0.103448275862069
"Aurora","2023-01-17",54,20,20,5,99,0.545454545454545,0.202020202020202,0.202020202020202,0.0505050505050505
"Briar","2023-01-17",0,69,18,7,94,0,0.734042553191489,0.191489361702128,0.074468085106383
"Brook","2023-01-17",0,0,0,9,9,0,0,0,1
"Clover","2023-01-17",0,6,0,1,7,0,0.857142857142857,0,0.142857142857143
"Iona","2023-01-17",21,27,0,4,52,0.403846153846154,0.519230769230769,0,0.0769230769230769
"Koda","2023-01-17",0,86,6,3,95,0,0.905263157894737,0.0631578947368421,0.0315789473684211
"Marmalade","2023-01-17",1,9,0,0,10,0.1,0.9,0,0
"Nutmeg","2023-01-17",43,41,0,3,87,0.494252873563218,0.471264367816092,0,0.0344827586206897
"Prem","2023-01-17",0,0,0,6,6,0,0,0,1
"Robin","2023-01-17",0,95,8,2,105,0,0.904761904761905,0.0761904761904762,0.019047619047619
"Rove","2023-01-17",0,42,0,2,44,0,0.954545454545455,0,0.0454545454545455
"Sage","2023-01-17",0,36,4,7,47,0,0.765957446808511,0.0851063829787234,0.148936170212766
"Valentine","2023-01-17",0,22,20,4,46,0,0.478260869565217,0.434782608695652,0.0869565217391304
"Aurora","2023-01-18",0,39,12,16,67,0,0.582089552238806,0.17910447761194,0.238805970149254
"Briar","2023-01-18",0,51,8,16,75,0,0.68,0.106666666666667,0.213333333333333
"Brook","2023-01-18",0,7,0,0,7,0,1,0,0
"Iona","2023-01-18",0,19,0,4,23,0,0.826086956521739,0,0.173913043478261
"Koda","2023-01-18",0,73,0,4,77,0,0.948051948051948,0,0.051948051948052
"Marmalade","2023-01-18",0,7,0,1,8,0,0.875,0,0.125
"Nutmeg","2023-01-18",8,50,5,1,64,0.125,0.78125,0.078125,0.015625
"Prem","2023-01-18",0,9,0,1,10,0,0.9,0,0.1
"Robin","2023-01-18",0,75,0,7,82,0,0.914634146341463,0,0.0853658536585366
"Rove","2023-01-18",0,22,0,4,26,0,0.846153846153846,0,0.153846153846154
"Sage","2023-01-18",0,30,0,5,35,0,0.857142857142857,0,0.142857142857143
"Valentine","2023-01-18",26,12,11,3,52,0.5,0.230769230769231,0.211538461538462,0.0576923076923077
"Aurora","2023-01-19",7,94,0,0,101,0.0693069306930693,0.930693069306931,0,0
"Briar","2023-01-19",16,71,6,2,95,0.168421052631579,0.747368421052632,0.0631578947368421,0.0210526315789474
"Brook","2023-01-19",39,10,0,0,49,0.795918367346939,0.204081632653061,0,0
"Clover","2023-01-19",0,4,0,15,19,0,0.210526315789474,0,0.789473684210526
"Iona","2023-01-19",23,17,6,5,51,0.450980392156863,0.333333333333333,0.117647058823529,0.0980392156862745
"Koda","2023-01-19",30,29,15,7,81,0.37037037037037,0.358024691358025,0.185185185185185,0.0864197530864197
"Marmalade","2023-01-19",13,12,0,17,42,0.30952380952381,0.285714285714286,0,0.404761904761905
"Nutmeg","2023-01-19",0,70,3,1,74,0,0.945945945945946,0.0405405405405405,0.0135135135135135
"Prem","2023-01-19",0,28,9,2,39,0,0.717948717948718,0.230769230769231,0.0512820512820513
"Robin","2023-01-19",19,104,13,3,139,0.136690647482014,0.748201438848921,0.0935251798561151,0.0215827338129496
"Rove","2023-01-19",0,35,7,6,48,0,0.729166666666667,0.145833333333333,0.125
"Sage","2023-01-19",0,57,2,8,67,0,0.850746268656716,0.0298507462686567,0.119402985074627
"Valentine","2023-01-19",0,59,5,3,67,0,0.880597014925373,0.0746268656716418,0.0447761194029851
"Aurora","2023-01-20",0,114,1,0,115,0,0.991304347826087,0.00869565217391304,0
"Briar","2023-01-20",0,59,0,8,67,0,0.880597014925373,0,0.119402985074627
"Brook","2023-01-20",8,42,0,2,52,0.153846153846154,0.807692307692308,0,0.0384615384615385
"Clover","2023-01-20",24,15,0,4,43,0.558139534883721,0.348837209302326,0,0.0930232558139535
"Iona","2023-01-20",74,35,7,0,116,0.637931034482759,0.301724137931034,0.0603448275862069,0
"Koda","2023-01-20",27,59,0,2,88,0.306818181818182,0.670454545454545,0,0.0227272727272727
"Marmalade","2023-01-20",56,18,7,13,94,0.595744680851064,0.191489361702128,0.074468085106383,0.138297872340426
"Nutmeg","2023-01-20",0,63,0,3,66,0,0.954545454545455,0,0.0454545454545455
"Prem","2023-01-20",0,33,12,2,47,0,0.702127659574468,0.25531914893617,0.0425531914893617
"Robin","2023-01-20",45,201,18,2,266,0.169172932330827,0.755639097744361,0.0676691729323308,0.0075187969924812
"Rove","2023-01-20",0,37,4,2,43,0,0.86046511627907,0.0930232558139535,0.0465116279069767
"Sage","2023-01-20",28,57,0,9,94,0.297872340425532,0.606382978723404,0,0.0957446808510638
"Valentine","2023-01-20",0,89,10,4,103,0,0.864077669902913,0.0970873786407767,0.0388349514563107
"Aurora","2023-01-21",11,71,2,0,84,0.130952380952381,0.845238095238095,0.0238095238095238,0
"Briar","2023-01-21",0,99,0,5,104,0,0.951923076923077,0,0.0480769230769231
"Brook","2023-01-21",80,25,0,0,105,0.761904761904762,0.238095238095238,0,0
"Clover","2023-01-21",14,37,0,0,51,0.274509803921569,0.725490196078431,0,0
"Iona","2023-01-21",0,97,10,0,107,0,0.906542056074766,0.0934579439252336,0
"Koda","2023-01-21",15,29,10,10,64,0.234375,0.453125,0.15625,0.15625
"Marmalade","2023-01-21",95,21,0,0,116,0.818965517241379,0.181034482758621,0,0
"Nutmeg","2023-01-21",113,13,0,0,126,0.896825396825397,0.103174603174603,0,0
"Prem","2023-01-21",0,61,12,5,78,0,0.782051282051282,0.153846153846154,0.0641025641025641
